idVehiculo;deposito;tipoVehiculo;motivo;turno;grua;fechaEntrada;tipoVia;via;numero;cp
CO20200101030251;COLON;3;6;3;S357;01/01/2020 3:00;CALLE;LEON V DE ARMENIA;9;28047
CO20200101031051;COLON;3;1;3;S365;01/01/2020 3:10;CALLE;CORREGIDOR MENDO DE ZUÑIGA;12;28030
CO20200101032037;COLON;3;44;3;S349;01/01/2020 3:15;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;19;28039
ES20200101035155;ESCUADRON;3;13;3;S360;01/01/2020 3:50;CALLE;MANDARINA;5;28027
ES20200101040507;ESCUADRON;3;13;3;S350;01/01/2020 4:04;CALLE;BRAVO MURILLO;36;28003
CO20200101042641;COLON;3;46;3;S346;01/01/2020 4:25;CALLE;MATILDE HERNANDEZ;100;28025
CO20200101043154;COLON;3;6;3;S319;01/01/2020 4:30;CALLE;ANTONIO SALVADOR;66;28026
ES20200101044642;ESCUADRON;3;13;3;S360;01/01/2020 4:40;CALLE;MARTINEZ DE LA RIVA;4;28053
CO20200101054104;COLON;3;6;3;S369;01/01/2020 5:30;CALLE;VILLAGARCIA;6;28011
ES20200101070957;ESCUADRON;1;13;1;S363;01/01/2020 7:00;CALLE;EUGENIO DE MONTIJO;60;28025
CO20200101081359;COLON;3;6;1;S320;01/01/2020 8:10;CALLE;RIO DE LA PLATA;21;28018
CO20200101081547;COLON;3;7;1;S369;01/01/2020 8:14;PLAZA;CASCORRO;17;28005
CO20200101083434;COLON;3;7;1;S363;01/01/2020 8:32;PLAZA;CASCORRO;1;28005
ES20200101093142;ESCUADRON;1;16;1;S284;01/01/2020 9:00;CALLE;MARQUES DE MONDEJAR;;28028
ES20200101092520;ESCUADRON;1;13;1;S284;01/01/2020 9:00;CALLE;FRANCISCO SILVELA ;;28002
ES20200101091305;ESCUADRON;3;16;1;;01/01/2020 9:00;CALLE;M30;TUNEL A5;0
CO20200101090216;COLON;3;7;1;S327;01/01/2020 9:01;CALLE;RIBERA DE CURTIDORES;23;28005
CO20200101090420;COLON;3;7;1;S334;01/01/2020 9:01;CALLE;VARA DE REY;11;28045
CO20200101090637;COLON;3;7;1;S329;01/01/2020 9:03;CALLE;RIBERA DE CURTIDORES;18;28005
CO20200101090919;COLON;3;7;1;S332;01/01/2020 9:07;PLAZA;DEL GENERAL VARA DEL REY;8;28005
ES20200101094120;ESCUADRON;3;13;1;S355;01/01/2020 9:35;TUNEL;MARIA DE MOLINA;1;0
CO20200101095209;COLON;3;6;1;S330;01/01/2020 9:51;CALLE;FUENTESPINA;18;28031
CO20200101100138;COLON;3;46;1;S316;01/01/2020 10:00;CALLE;LAGUNAS DE NEILA;8;28041
CO20200101100507;COLON;3;7;1;S334;01/01/2020 10:04;CALLE;DE FUENCARRAL;135;28004
CO20200101101757;COLON;3;7;1;S332;01/01/2020 10:16;CALLE;DE FUENCARRAL;139;28004
CO20200101102247;COLON;3;54;1;S310;01/01/2020 10:21;PASEO;RUPERTO CHAPI;0;28008
CO20200101103257;COLON;3;7;1;S305;01/01/2020 10:32;PASEO;RUPERTO CHAPI;0;28008
M320200101104228;MEDIODIA 3;3;14;1;S320;01/01/2020 10:35;CALLE;M30;KM 13;0
CO20200101104418;COLON;4;7;1;S327;01/01/2020 10:42;CALLE;FUENCARRAL;141;28004
CO20200101104621;COLON;3;7;1;S329;01/01/2020 10:44;CALLE;FUENCARRAL;139;28010
CO20200101110804;COLON;3;1;1;S370;01/01/2020 11:06;CALLE;BELZUNEGUI;24;0
CO20200101112713;COLON;3;46;1;S363;01/01/2020 11:25;CALLE;GALIANA;1;28011
ES20200101122540;ESCUADRON;3;13;1;S330;01/01/2020 11:30;CALLE;ANTONIO LOPEZ;254;28041
VC20200101115502;VICALVARO;3;46;1;S321;01/01/2020 11:52;CALLE;SANTA PRISCA;9;28017
VC20200101115714;VICALVARO;3;20;1;S311;01/01/2020 11:55;AVENIDA;VIRGEN DEL CARMEN;0;0
ES20200101122846;ESCUADRON;3;13;1;S320;01/01/2020 12:10;AVENIDA;ALBUFERA;;
VC20200101122008;VICALVARO;3;28;1;S369;01/01/2020 12:18;CALLE;GINZO DE LIMIA;75;28029
M320200101123457;MEDIODIA 3;3;14;1;S355;01/01/2020 12:33;CALLE;NICOLAS SANCHEZ;117;28026
CO20200101123735;COLON;3;7;1;S363;01/01/2020 12:35;CALLE;SAN JUSTO;4;28005
CO20200101123706;COLON;3;7;1;S332;01/01/2020 12:36;CALLE;SAN JUSTO;4;28005
VC20200101124029;VICALVARO;3;20;1;S334;01/01/2020 12:38;CALLE;ANCORA;43;28045
M320200101125402;MEDIODIA 3;3;14;1;S316;01/01/2020 12:52;AVENIDA;DE AMERICA;18;28042
CO20200101132806;COLON;3;44;1;S368;01/01/2020 13:27;CALLE;GALEON;23;28042
ES20200101134845;ESCUADRON;3;49;1;S310;01/01/2020 13:30;AVENIDA;DE AMÉRICA;18;28002
M320200101134045;MEDIODIA 3;3;14;1;S305;01/01/2020 13:39;CALLE;AZAGRA;0;28033
VC20200101134914;VICALVARO;3;14;1;S321;01/01/2020 13:48;CALLE;GERMAN PEREZ CARRASCO;45;28027
CO20200101135341;COLON;1;7;1;S334;01/01/2020 13:52;CALLE;AGUSTIN DE FOXA;0;28036
CO20200101135426;COLON;1;7;1;S332;01/01/2020 13:52;CALLE;AGUSTIN DE FOXA;40;28036
CO20200101135545;COLON;1;7;1;S284;01/01/2020 13:54;CALLE;AGUSTIN DE FOXA;284;28036
CO20200101135605;COLON;1;7;1;S327;01/01/2020 13:54;CALLE;AGUSTIN DE FOXA;40;28036
ES20200101135624;ESCUADRON;3;13;1;S329;01/01/2020 13:55;CALLE;RETAMA;7;28045
CO20200101135729;COLON;1;7;1;S284;01/01/2020 13:56;CALLE;AGUSTIN DE FOXA;0;28036
CO20200101135746;COLON;1;7;1;S284;01/01/2020 13:56;CALLE;AGUSTIN DE FOXA;40;28036
CO20200101135910;COLON;1;7;1;S284;01/01/2020 13:58;CALLE;AGUSTIN DE FOXA;0;28036
CO20200101135912;COLON;1;7;1;S284;01/01/2020 13:58;CALLE;AGUSTIN DE FOXA;40;28036
CO20200101140059;COLON;1;7;1;S284;01/01/2020 13:59;CALLE;AGUSTIN DE FOXA;40;28036
CO20200101140048;COLON;1;7;1;S284;01/01/2020 14:00;CALLE;AGUSTIN DE FOXA;0;28036
CO20200101140942;COLON;1;7;1;S355;01/01/2020 14:08;CALLE;AGUSTIN DE FOXA;40;28036
ES20200101161808;ESCUADRON;3;13;2;S352;01/01/2020 16:16;CALLE;DUQUESA DE PARCENT;54;28047
VC20200101163635;VICALVARO;1;16;2;S353;01/01/2020 16:35;GLORIETA;JUAN DE HARO;1;28055
ES20200101163840;ESCUADRON;3;44;2;S365;01/01/2020 16:36;CALLE;FRANCISCO DEL PINO;24;28021
M320200101165014;MEDIODIA 3;3;44;2;S316;01/01/2020 16:48;CALLE;SIERRA CONTRAVIESA;14;28000
M320200101165648;MEDIODIA 3;3;14;2;S340;01/01/2020 16:54;CALLE;EDUARDO SANZ;5;28053
ES20200101165827;ESCUADRON;3;44;2;S321;01/01/2020 16:56;CALLE;SANTA CASILDA;12;28005
ES20200101170835;ESCUADRON;3;51;2;S327;01/01/2020 17:06;CALLE;ARGUESO;31;28025
ES20200101171602;ESCUADRON;3;44;2;S348;01/01/2020 17:13;CALLE;AGUSTIN VIÑAMATA;1;28007
CO20200101172452;COLON;3;6;2;S313;01/01/2020 17:24;CALLE;PEDRO VILLAR;7;28020
ES20200101173040;ESCUADRON;3;44;2;S370;01/01/2020 17:29;AVENIDA;PALOMERAS;67;28018
ES20200101181643;ESCUADRON;4;13;2;S303;01/01/2020 18:15;AVENIDA;SAN DIEGO;0;28038
CO20200101182124;COLON;1;8;2;S370;01/01/2020 18:18;PLAZA;CALLAO;1;28013
VC20200101182916;VICALVARO;3;20;2;S321;01/01/2020 18:27;CALLE;GUMERSINDA ROSILLO;1;28026
